Bases	Contigs	Depth	N50
65075370	3	11.96	5249614
65232547	3	11.99	5249614
65316707	3	12.00	5249614
65436588	3	12.03	5249614
65488125	3	12.04	5249614
65617587	3	12.06	5249614
65655961	3	12.07	5249614
65760629	3	12.09	5249614
65896430	3	12.11	5249614
65940231	3	12.12	5249614
66054820	3	12.14	5249614
66212445	3	12.17	5249614
66263272	3	12.18	5249614
66389693	3	12.20	5249614
66408344	3	12.21	5249614
66561203	3	12.23	5249614
66764330	3	12.27	5249614
66878659	3	12.29	5249614
67007428	3	12.32	5249614
67039104	3	12.32	5249614
67198574	3	12.35	5249614
67388929	3	12.39	5249614
67474679	3	12.40	5249614
67504217	3	12.41	5249614
67722331	3	12.45	5249614
67909007	3	12.48	5249614
67976440	3	12.49	5249614
68088139	3	12.51	5249614
68172504	3	12.53	5249614
68232520	3	12.54	5249614
68403666	3	12.57	5249614
68615439	3	12.61	5249614
68757757	3	12.64	5249614
68811297	3	12.65	5249614
68927333	3	12.67	5249614
69032944	3	12.69	5249614
69078913	3	12.70	5249614
69154990	3	12.71	5249614
69226354	3	12.72	5249614
69386030	3	12.75	5249614
69596781	3	12.79	5249614
69683571	3	12.81	5249614
69723693	3	12.81	5249614
69816137	3	12.83	5249614
69978966	3	12.86	5249614
70086379	3	12.88	5249614
70200171	3	12.90	5249614
70234982	3	12.91	5249614
70435463	3	12.95	5249614
70463206	3	12.95	5249614
70688193	3	12.99	5249614
70706061	3	13.00	5249614
70845780	3	13.02	5249614
70952627	3	13.04	5249614
71014975	3	13.05	5249614
71168265	3	13.08	5249614
71198566	3	13.09	5249614
71346001	3	13.11	5249614
71413553	3	13.13	5249614
71480847	3	13.14	5249614
71540319	3	13.15	5249614
71686447	3	13.18	5249614
71714706	3	13.18	5249614
71921729	3	13.22	5249614
71945118	3	13.22	5249614
72138154	3	13.26	5249614
72200642	3	13.27	5249614
72224404	3	13.27	5249614
72524961	3	13.33	5249614
72598547	3	13.34	5249614
72786593	3	13.38	5249614
72867182	3	13.39	5249614
72908882	3	13.40	5249614
73036860	3	13.42	5249614
73101931	3	13.44	5249614
73178525	3	13.45	5249614
73462874	3	13.50	5249614
73462874	3	13.50	5249614
73577535	3	13.52	5249614
73593187	3	13.53	5249614
73727553	3	13.55	5249614
73736066	3	13.55	5249614
73823303	3	13.57	5249614
74129826	3	13.62	5249614
74170157	3	13.63	5249614
74223560	3	13.64	5249614
74430513	3	13.68	5249614
74624010	3	13.72	5249614
74783207	3	13.74	5249614
74829130	3	13.75	5249614
74977845	3	13.78	5249614
75078312	3	13.80	5249614
75345475	3	13.85	5249614
75438292	3	13.86	5249614
75477490	3	13.87	5249614
75571271	3	13.89	5249614
75663421	3	13.91	5249614
75803941	3	13.93	5249614
75980383	3	13.96	5249614
76009263	3	13.97	5249614
76143991	3	13.99	5249614
76285689	3	14.02	5249614
76346276	3	14.03	5249614
76616985	3	14.08	5249614
76767945	3	14.11	5249614
76908466	3	14.13	5249614
77054929	3	14.16	5249614
77244343	3	14.20	5249614
77343716	3	14.21	5249614
77481954	3	14.24	5249614
77671560	3	14.28	5249614
77680226	3	14.28	5249614
77798359	3	14.30	5249614
77927286	3	14.32	5249614
77994353	3	14.33	5249614
78158605	3	14.36	5249614
78286214	3	14.39	5249614
78307659	3	14.39	5249614
78353025	3	14.40	5249614
78395743	3	14.41	5249614
78578537	3	14.44	5249614
78631004	3	14.45	5249614
78824628	3	14.49	5249614
78902841	3	14.50	5249614
79022255	3	14.52	5249614
79064514	3	14.53	5249614
79211990	3	14.56	5249614
79281692	3	14.57	5249614
79424900	3	14.60	5249614
79559426	3	14.62	5249614
79626338	3	14.63	5249614
79746966	3	14.66	5249614
79962519	3	14.70	5249614
80013506	3	14.71	5249614
80093538	3	14.72	5249614
80203215	3	14.74	5249614
80412490	3	14.78	5249614
80542737	3	14.80	5249614
80695973	3	14.83	5249614
80755291	3	14.84	5249614
80834397	3	14.86	5249614
80920994	3	14.87	5249614
81048581	3	14.90	5249614
81225312	3	14.93	5249614
81225312	3	14.93	5249614
81257720	3	14.93	5249614
81468064	3	14.97	5249614
81554493	3	14.99	5249614
81660704	3	15.01	5249614
81702357	3	15.02	5249614
81801970	3	15.03	5249614
81947503	3	15.06	5249614
82011563	3	15.07	5249614
82132267	3	15.10	5249614
82262504	3	15.12	5249614
82267516	3	15.12	5249614
82515935	3	15.17	5249614
82631905	3	15.19	5249614
82662352	3	15.19	5249614
82901197	3	15.24	5249614
82951352	3	15.25	5249614
83052479	3	15.26	5249614
83223796	3	15.30	5249614
83264346	3	15.30	5249614
83454873	3	15.34	5249614
83586807	3	15.36	5249614
83673719	3	15.38	5249614
83782285	3	15.40	5249614
83941685	3	15.43	5249614
83953498	3	15.43	5249614
84058538	3	15.45	5249614
84226868	3	15.48	5249614
84383323	3	15.51	5249614
84474109	3	15.53	5249614
84500602	3	15.53	5249614
84607525	3	15.55	5249614
84678913	3	15.56	5249614
84952866	3	15.61	5249614
85005593	3	15.62	5249614
85150513	3	15.65	5249614
85294959	3	15.68	5249614
85375492	3	15.69	5249614
85478368	3	15.71	5249614
85478368	3	15.71	5249614
85630214	3	15.74	5249614
85786245	3	15.77	5249614
85920536	3	15.79	5249614
85974272	3	15.80	5249614
86131251	3	15.83	5249614
86240992	3	15.85	5249614
86411890	3	15.88	5249614
86615937	3	15.92	5249614
86662373	3	15.93	5249614
86794439	3	15.95	5249614
86881323	3	15.97	5249614
86901736	3	15.97	5249614
87134004	3	16.01	5249614
87363024	3	16.06	5249614
87480455	3	16.08	5249614
87533626	3	16.09	5249614
87686120	3	16.12	5249614
87765025	3	16.13	5249614
87785628	3	16.13	5249614
87846568	3	16.15	5249614
