Bases	Contigs	Depth	N50
108546629	7	20.34	5015636
108749791	7	20.38	5015636
108870411	7	20.40	5015636
108964972	7	20.42	5015636
109072339	7	20.44	5015636
109224913	7	20.47	5015636
109346886	7	20.49	5015636
109488540	7	20.52	5015636
109595741	7	20.54	5015636
109805091	7	20.58	5015636
109935402	7	20.60	5015636
110037345	7	20.62	5015636
110122678	7	20.64	5015636
110207097	7	20.65	5015636
110247609	7	20.66	5015636
110359905	7	20.68	5015636
110400001	7	20.69	5015636
110516641	7	20.71	5015636
110739618	7	20.75	5015636
110793647	7	20.76	5015636
110882053	7	20.78	5015636
111038944	7	20.81	5015636
111095705	7	20.82	5015636
111205793	7	20.84	5015636
111353796	7	20.87	5015636
111426237	7	20.88	5015636
111524533	7	20.90	5015636
111694658	7	20.93	5015636
111781101	7	20.95	5015636
111847673	7	20.96	5015636
111934394	7	20.98	5015636
112108636	7	21.01	5015636
112139077	7	21.02	5015636
112216528	7	21.03	5015636
112319503	7	21.05	5015636
112454136	7	21.07	5015636
112543090	7	21.09	5015636
112643583	7	21.11	5015636
112725551	7	21.13	5015636
112820452	7	21.14	5015636
112925325	7	21.16	5015636
113049015	7	21.19	5015636
113090398	7	21.19	5015636
113150661	7	21.21	5015636
113266841	7	21.23	5015636
113332912	7	21.24	5015636
113472497	7	21.27	5015636
113570547	7	21.28	5015636
113672502	7	21.30	5015636
113811168	7	21.33	5015636
113898733	7	21.35	5015636
113984585	7	21.36	5015636
114165121	7	21.40	5015636
114190895	7	21.40	5015636
114319332	7	21.42	5015636
114430691	7	21.45	5015636
114536294	7	21.46	5015636
114563213	7	21.47	5015636
114629827	7	21.48	5015636
114775001	7	21.51	5015636
114884081	7	21.53	5015636
114987986	7	21.55	5015636
115147216	7	21.58	5015636
115268940	7	21.60	5015636
115370916	7	21.62	5015636
115408688	7	21.63	5015636
115534754	7	21.65	5015636
115623122	7	21.67	5015636
115693611	7	21.68	5015636
115775301	7	21.70	5015636
115798059	7	21.70	5015636
115929068	7	21.73	5015636
116073570	7	21.75	5015636
116205350	7	21.78	5015636
116260720	7	21.79	5015636
116420951	7	21.82	5015636
116464587	7	21.83	5015636
116565336	7	21.85	5015636
116688504	7	21.87	5015636
116891255	7	21.91	5015636
116977568	7	21.92	5015636
117064364	7	21.94	5015636
117197504	7	21.96	5015636
117282949	7	21.98	5015636
117426078	7	22.01	5015636
117618602	7	22.04	5015636
117702148	7	22.06	5015636
117765945	7	22.07	5015636
117925330	7	22.10	5015636
117997060	7	22.11	5015636
118102854	7	22.13	5015636
118204885	7	22.15	5015636
118378862	7	22.18	5015636
118488051	7	22.21	5015636
118597260	7	22.23	5015636
118684682	7	22.24	5015636
118813758	7	22.27	5015636
118929405	7	22.29	5015636
118965568	7	22.29	5015636
119102529	7	22.32	5015636
119209688	7	22.34	5015636
119314936	7	22.36	5015636
119346455	7	22.37	5015636
119424735	7	22.38	5015636
119580078	7	22.41	5015636
119660474	7	22.43	5015636
119734312	7	22.44	5015636
119864445	7	22.46	5015636
119968038	7	22.48	5015636
120026149	7	22.49	5015636
120149500	7	22.52	5015636
120339272	7	22.55	5015636
120356748	7	22.56	5015636
120440905	7	22.57	5015636
120578367	7	22.60	5015636
120742633	7	22.63	5015636
120781788	7	22.64	5015636
120937168	7	22.66	5015636
121060836	7	22.69	5015636
121110721	7	22.70	5015636
121227757	7	22.72	5015636
121274641	7	22.73	5015636
121376198	7	22.75	5015636
121524417	7	22.77	5015636
121658764	7	22.80	5015636
121797920	7	22.83	5015636
121924743	7	22.85	5015636
122019346	7	22.87	5015636
122175546	7	22.90	5015636
122304047	7	22.92	5015636
122418535	7	22.94	5015636
122580386	7	22.97	5015636
122714695	7	23.00	5015636
122883862	7	23.03	5015636
123044622	7	23.06	5015636
123155784	7	23.08	5015636
123307163	7	23.11	5015636
123438490	7	23.13	5015636
123580059	7	23.16	5015636
123795785	7	23.20	5015636
123917469	7	23.22	5015636
124028006	7	23.24	5015636
124094264	7	23.26	5015636
124255647	7	23.29	5015636
124449312	7	23.32	5015636
124526991	7	23.34	5015636
124728826	7	23.37	5015636
124818727	7	23.39	5015636
124908410	7	23.41	5015636
125039979	7	23.43	5015636
125135521	7	23.45	5015636
125240439	7	23.47	5015636
125349442	7	23.49	5015636
125478669	7	23.52	5015636
125598206	7	23.54	5015636
125638259	7	23.55	5015636
125816116	7	23.58	5015636
125939029	7	23.60	5015636
126012492	7	23.62	5015636
126091267	7	23.63	5015636
126146941	7	23.64	5015636
126282078	7	23.67	5015636
126435099	7	23.69	5015636
126551534	7	23.72	5015636
126660085	7	23.74	5015636
126726375	7	23.75	5015636
126910422	7	23.78	5015636
127020662	7	23.80	5015636
127110028	7	23.82	5015636
127243128	7	23.85	5015636
127368714	7	23.87	5015636
127468913	7	23.89	5015636
127585096	7	23.91	5015636
127745490	7	23.94	5015636
127818078	7	23.95	5015636
127929342	7	23.97	5015636
128036411	7	23.99	5015636
128155168	7	24.02	5015636
128378738	7	24.06	5015636
128378738	7	24.06	5015636
128532552	7	24.09	5015636
128614864	7	24.10	5015636
128704968	7	24.12	5015636
128812391	7	24.14	5015636
128898363	7	24.16	5015636
128971908	7	24.17	5015636
129044273	7	24.18	5015636
129160837	7	24.21	5015636
129286435	7	24.23	5015636
129427760	7	24.26	5015636
129499134	7	24.27	5015636
129609648	7	24.29	5015636
129751094	7	24.32	5015636
129879204	7	24.34	5015636
129933749	7	24.35	5015636
130080133	7	24.38	5015636
130259358	7	24.41	5015636
130335712	7	24.43	5015636
130510414	7	24.46	5015636
130574025	7	24.47	5015636
130668882	7	24.49	5015636
130768768	7	24.51	5015636
130855444	7	24.52	5015636
130910490	7	24.53	5015636
130967502	7	24.54	5015636
131107915	7	24.57	5015636
131146043	7	24.58	5015636
131253834	7	24.60	5015636
131366374	7	24.62	5015636
131509247	7	24.65	5015636
131608178	7	24.66	5015636
131762416	7	24.69	5015636
131896294	7	24.72	5015636
132035236	7	24.74	5015636
132171690	7	24.77	5015636
132271472	7	24.79	5015636
132421862	7	24.82	5015636
132629168	7	24.86	5015636
132742249	7	24.88	5015636
132758768	7	24.88	5015636
132823505	7	24.89	5015636
132927975	7	24.91	5015636
133007517	7	24.93	5015636
133128328	7	24.95	5015636
133237192	7	24.97	5015636
133322099	7	24.99	5015636
133430064	7	25.01	5015636
133459317	7	25.01	5015636
133586692	7	25.03	5015636
133731494	7	25.06	5015636
133731494	7	25.06	5015636
133889419	7	25.09	5015636
133941715	7	25.10	5015636
134068605	7	25.13	5015636
134130927	7	25.14	5015636
134244301	7	25.16	5015636
134330715	7	25.17	5015636
134485368	7	25.20	5015636
134567060	7	25.22	5015636
134693242	7	25.24	5015636
134779093	7	25.26	5015636
134938485	7	25.29	5015636
135017605	7	25.30	5015636
135041295	7	25.31	5015636
135190670	7	25.34	5015636
135285576	7	25.35	5015636
135362659	7	25.37	5015636
135505524	7	25.39	5015636
135615352	7	25.42	5015636
135700054	7	25.43	5015636
135795347	7	25.45	5015636
135957636	7	25.48	5015636
136024456	7	25.49	5015636
136156970	7	25.52	5015636
136310669	7	25.55	5015636
136447905	7	25.57	5015636
136579147	7	25.60	5015636
136687681	7	25.62	5015636
136734365	7	25.62	5015636
136734365	7	25.62	5029640
