Genome,Method,Bases,Contigs,Depth,N50
Klebsiella_NTUH-K2044,npScarf,35822811,3,6.58,5249612
Klebsiella_NTUH-K2044,npScarf,35964776,3,6.61,5249612
Klebsiella_NTUH-K2044,npScarf,36056799,3,6.63,5249612
Klebsiella_NTUH-K2044,npScarf,36205756,3,6.65,5249612
Klebsiella_NTUH-K2044,npScarf,36205756,3,6.65,5249612
Klebsiella_NTUH-K2044,npScarf,36225639,3,6.66,5249612
Klebsiella_NTUH-K2044,npScarf,36398258,3,6.69,5249612
Klebsiella_NTUH-K2044,npScarf,36542986,3,6.72,5249612
Klebsiella_NTUH-K2044,npScarf,36671778,3,6.74,5249612
Klebsiella_NTUH-K2044,npScarf,36740170,3,6.75,5249612
Klebsiella_NTUH-K2044,npScarf,36869117,3,6.78,5249612
Klebsiella_NTUH-K2044,npScarf,37016968,3,6.8,5249612
Klebsiella_NTUH-K2044,npScarf,37155841,3,6.83,5249614
Klebsiella_NTUH-K2044,npScarf,37255047,3,6.85,5249614
Klebsiella_NTUH-K2044,npScarf,37380005,3,6.87,5249614
Klebsiella_NTUH-K2044,npScarf,37417547,3,6.88,5249614
Klebsiella_NTUH-K2044,npScarf,37550817,3,6.9,5249614
Klebsiella_NTUH-K2044,npScarf,37842526,3,6.96,5249614
Klebsiella_NTUH-K2044,npScarf,37842526,3,6.96,5249614
Klebsiella_NTUH-K2044,npScarf,37923207,3,6.97,5249614
Klebsiella_NTUH-K2044,npScarf,38068445,3,7,5249614
Klebsiella_NTUH-K2044,npScarf,38078844,3,7,5249614
Klebsiella_NTUH-K2044,npScarf,38242625,3,7.03,5249614
Klebsiella_NTUH-K2044,npScarf,38313795,3,7.04,5249614
Klebsiella_NTUH-K2044,npScarf,38353486,3,7.05,5249614
Klebsiella_NTUH-K2044,npScarf,38498122,3,7.08,5249614
Klebsiella_NTUH-K2044,npScarf,38520528,3,7.08,5249614
Klebsiella_NTUH-K2044,npScarf,38710504,3,7.11,5249614
Klebsiella_NTUH-K2044,npScarf,38710504,3,7.11,5249614
Klebsiella_NTUH-K2044,npScarf,38827196,3,7.14,5249614
Klebsiella_NTUH-K2044,npScarf,38919784,3,7.15,5249614
Klebsiella_NTUH-K2044,npScarf,38952023,3,7.16,5249614
Klebsiella_NTUH-K2044,npScarf,39044228,3,7.18,5249614
Klebsiella_NTUH-K2044,npScarf,39162707,3,7.2,5249614
Klebsiella_NTUH-K2044,npScarf,39162707,3,7.2,5249614
Klebsiella_NTUH-K2044,npScarf,39354260,3,7.23,5249614
Klebsiella_NTUH-K2044,npScarf,39505318,3,7.26,5249614
Klebsiella_NTUH-K2044,npScarf,39686589,3,7.29,5249614
Klebsiella_NTUH-K2044,npScarf,39792696,3,7.31,5249614
Klebsiella_NTUH-K2044,npScarf,39936697,3,7.34,5249614
Klebsiella_NTUH-K2044,npScarf,39958947,3,7.34,5249614
Klebsiella_NTUH-K2044,npScarf,40076206,3,7.37,5249614
Klebsiella_NTUH-K2044,npScarf,40319826,3,7.41,5249614
Klebsiella_NTUH-K2044,npScarf,40452560,3,7.43,5249614
Klebsiella_NTUH-K2044,npScarf,40598821,3,7.46,5249614
Klebsiella_NTUH-K2044,npScarf,40743431,3,7.49,5249614
Klebsiella_NTUH-K2044,npScarf,40776943,3,7.49,5249614
Klebsiella_NTUH-K2044,npScarf,41006624,3,7.54,5249614
Klebsiella_NTUH-K2044,npScarf,41166171,3,7.57,5249614
Klebsiella_NTUH-K2044,npScarf,41230487,3,7.58,5249614
Klebsiella_NTUH-K2044,npScarf,41286413,3,7.59,5249614
Klebsiella_NTUH-K2044,npScarf,41367164,3,7.6,5249614
Klebsiella_NTUH-K2044,npScarf,41489612,3,7.63,5249614
Klebsiella_NTUH-K2044,npScarf,41581870,3,7.64,5249614
Klebsiella_NTUH-K2044,npScarf,41716693,3,7.67,5249614
Klebsiella_NTUH-K2044,npScarf,41851535,3,7.69,5249614
Klebsiella_NTUH-K2044,npScarf,41879288,3,7.7,5249614
Klebsiella_NTUH-K2044,npScarf,42010147,3,7.72,5249614
Klebsiella_NTUH-K2044,npScarf,42023820,3,7.72,5249614
Klebsiella_NTUH-K2044,npScarf,42158446,3,7.75,5249614
Klebsiella_NTUH-K2044,npScarf,42227883,3,7.76,5249614
Klebsiella_NTUH-K2044,npScarf,42324567,3,7.78,5249614
Klebsiella_NTUH-K2044,npScarf,42439613,3,7.8,5249614
Klebsiella_NTUH-K2044,npScarf,42497042,3,7.81,5249614
Klebsiella_NTUH-K2044,npScarf,42586583,3,7.83,5249614
Klebsiella_NTUH-K2044,npScarf,42652178,3,7.84,5249614
Klebsiella_NTUH-K2044,npScarf,42775590,3,7.86,5249614
Klebsiella_NTUH-K2044,npScarf,42888255,3,7.88,5249614
Klebsiella_NTUH-K2044,npScarf,42970241,3,7.9,5249614
Klebsiella_NTUH-K2044,npScarf,43156602,3,7.93,5249614
Klebsiella_NTUH-K2044,npScarf,43156602,3,7.93,5249614
Klebsiella_NTUH-K2044,npScarf,43176806,3,7.94,5249614
Klebsiella_NTUH-K2044,npScarf,43378770,3,7.97,5249614
Klebsiella_NTUH-K2044,npScarf,43470745,3,7.99,5249614
Klebsiella_NTUH-K2044,npScarf,43510384,3,8,5249614
Klebsiella_NTUH-K2044,npScarf,43702299,3,8.03,5249614
Klebsiella_NTUH-K2044,npScarf,43786400,3,8.05,5249614
Klebsiella_NTUH-K2044,npScarf,44030233,3,8.09,5249614
Klebsiella_NTUH-K2044,npScarf,44093784,3,8.1,5249614
Klebsiella_NTUH-K2044,npScarf,44107316,3,8.11,5249614
Klebsiella_NTUH-K2044,npScarf,44315114,3,8.14,5249614
Klebsiella_NTUH-K2044,npScarf,44417305,3,8.16,5249614
Klebsiella_NTUH-K2044,npScarf,44543654,3,8.19,5249614
Klebsiella_NTUH-K2044,npScarf,44642311,3,8.2,5249614
Klebsiella_NTUH-K2044,npScarf,44663413,3,8.21,5249614
Klebsiella_NTUH-K2044,npScarf,44785914,3,8.23,5249614
Klebsiella_NTUH-K2044,npScarf,44864348,3,8.25,5249614
Klebsiella_NTUH-K2044,npScarf,44870092,3,8.25,5249614
Klebsiella_NTUH-K2044,npScarf,44942170,3,8.26,5249614
Klebsiella_NTUH-K2044,npScarf,45014577,3,8.27,5249614
Klebsiella_NTUH-K2044,npScarf,45116705,3,8.29,5249614
Klebsiella_NTUH-K2044,npScarf,45168903,3,8.3,5249614
Klebsiella_NTUH-K2044,npScarf,45303427,3,8.33,5249614
Klebsiella_NTUH-K2044,npScarf,45485368,3,8.36,5249614
Klebsiella_NTUH-K2044,npScarf,45538654,3,8.37,5249614
Klebsiella_NTUH-K2044,npScarf,45637629,3,8.39,5249614
Klebsiella_NTUH-K2044,npScarf,45672007,3,8.39,5249614
Klebsiella_NTUH-K2044,npScarf,45733471,3,8.41,5249614
Klebsiella_NTUH-K2044,npScarf,45848863,3,8.43,5249614
Klebsiella_NTUH-K2044,npScarf,45902334,3,8.44,5249614
Klebsiella_NTUH-K2044,npScarf,46075546,3,8.47,5249614
Klebsiella_NTUH-K2044,npScarf,46149706,3,8.48,5249614
Klebsiella_NTUH-K2044,npScarf,46224340,3,8.5,5249614
Klebsiella_NTUH-K2044,npScarf,46422104,3,8.53,5249614
Klebsiella_NTUH-K2044,npScarf,46447018,3,8.54,5249614
Klebsiella_NTUH-K2044,npScarf,46591065,3,8.56,5249614
Klebsiella_NTUH-K2044,npScarf,46822740,3,8.61,5249614
Klebsiella_NTUH-K2044,npScarf,46937217,3,8.63,5249614
Klebsiella_NTUH-K2044,npScarf,46986728,3,8.64,5249614
Klebsiella_NTUH-K2044,npScarf,47110662,3,8.66,5249614
Klebsiella_NTUH-K2044,npScarf,47181452,3,8.67,5249614
Klebsiella_NTUH-K2044,npScarf,47243418,3,8.68,5249614
Klebsiella_NTUH-K2044,npScarf,47311633,3,8.7,5249614
Klebsiella_NTUH-K2044,npScarf,47532101,3,8.74,5249614
Klebsiella_NTUH-K2044,npScarf,47664566,3,8.76,5249614
Klebsiella_NTUH-K2044,npScarf,47856267,3,8.8,5249614
Klebsiella_NTUH-K2044,npScarf,48020541,3,8.83,5249614
Klebsiella_NTUH-K2044,npScarf,48152396,3,8.85,5249614
Klebsiella_NTUH-K2044,npScarf,48178235,3,8.85,5249614
Klebsiella_NTUH-K2044,npScarf,48327864,3,8.88,5249614
Klebsiella_NTUH-K2044,npScarf,48392477,3,8.89,5249614
Klebsiella_NTUH-K2044,npScarf,48483738,3,8.91,5249614
Klebsiella_NTUH-K2044,npScarf,48582933,3,8.93,5249614
Klebsiella_NTUH-K2044,npScarf,48613091,3,8.93,5249614
Klebsiella_NTUH-K2044,npScarf,48744893,3,8.96,5249614
Klebsiella_NTUH-K2044,npScarf,48955013,3,9,5249614
Klebsiella_NTUH-K2044,npScarf,49093981,3,9.02,5249614
Klebsiella_NTUH-K2044,npScarf,49139406,3,9.03,5249614
Klebsiella_NTUH-K2044,npScarf,49409903,3,9.08,5249614
Klebsiella_NTUH-K2044,npScarf,49546448,3,9.11,5249614
Klebsiella_NTUH-K2044,npScarf,49756026,3,9.14,5249614
Klebsiella_NTUH-K2044,npScarf,49849637,3,9.16,5249614
Klebsiella_NTUH-K2044,npScarf,49929431,3,9.18,5249614
Klebsiella_NTUH-K2044,npScarf,49955009,3,9.18,5249614
Klebsiella_NTUH-K2044,npScarf,50021957,3,9.19,5249614
Klebsiella_NTUH-K2044,npScarf,50164259,3,9.22,5249614
Klebsiella_NTUH-K2044,npScarf,50342124,3,9.25,5249614
Klebsiella_NTUH-K2044,npScarf,50362361,3,9.26,5249614
Klebsiella_NTUH-K2044,npScarf,50405395,3,9.26,5249614
Klebsiella_NTUH-K2044,npScarf,50502392,3,9.28,5249614
Klebsiella_NTUH-K2044,npScarf,50548874,3,9.29,5249614
Klebsiella_NTUH-K2044,npScarf,50729867,3,9.32,5249614
Klebsiella_NTUH-K2044,npScarf,50811318,3,9.34,5249614
Klebsiella_NTUH-K2044,npScarf,50853081,3,9.35,5249614
Klebsiella_NTUH-K2044,npScarf,51057104,3,9.38,5249614
Klebsiella_NTUH-K2044,npScarf,51057104,3,9.38,5249614
Klebsiella_NTUH-K2044,npScarf,51169450,3,9.4,5249614
Klebsiella_NTUH-K2044,npScarf,51264488,3,9.42,5249614
Klebsiella_NTUH-K2044,npScarf,51384956,3,9.44,5249614
Klebsiella_NTUH-K2044,npScarf,51524822,3,9.47,5249614
Klebsiella_NTUH-K2044,npScarf,51524822,3,9.47,5249614
Klebsiella_NTUH-K2044,npScarf,51555081,3,9.48,5249614
Klebsiella_NTUH-K2044,npScarf,51829909,3,9.53,5249614
Klebsiella_NTUH-K2044,npScarf,51871440,3,9.53,5249614
Klebsiella_NTUH-K2044,npScarf,51960716,3,9.55,5249614
Klebsiella_NTUH-K2044,npScarf,52040169,3,9.56,5249614
Klebsiella_NTUH-K2044,npScarf,52199329,3,9.59,5249614
Klebsiella_NTUH-K2044,npScarf,52361480,3,9.62,5249614
Klebsiella_NTUH-K2044,npScarf,52386833,3,9.63,5249614
Klebsiella_NTUH-K2044,npScarf,52473401,3,9.64,5249614
Klebsiella_NTUH-K2044,npScarf,52542829,3,9.66,5249614
Klebsiella_NTUH-K2044,npScarf,52672935,3,9.68,5249614
Klebsiella_NTUH-K2044,npScarf,52749380,3,9.69,5249614
Klebsiella_NTUH-K2044,npScarf,52852063,3,9.71,5249614
Klebsiella_NTUH-K2044,npScarf,52912477,3,9.72,5249614
Klebsiella_NTUH-K2044,npScarf,53051721,3,9.75,5249614
Klebsiella_NTUH-K2044,npScarf,53158951,3,9.77,5249614
Klebsiella_NTUH-K2044,npScarf,53283203,3,9.79,5249614
Klebsiella_NTUH-K2044,npScarf,53434021,3,9.82,5249614
Klebsiella_NTUH-K2044,npScarf,53515644,3,9.84,5249614
Klebsiella_NTUH-K2044,npScarf,53561589,3,9.84,5249614
Klebsiella_NTUH-K2044,npScarf,53681150,3,9.87,5249614
Klebsiella_NTUH-K2044,npScarf,53783723,3,9.88,5249614
Klebsiella_NTUH-K2044,npScarf,53836408,3,9.89,5249614
Klebsiella_NTUH-K2044,npScarf,53868020,3,9.9,5249614
Klebsiella_NTUH-K2044,npScarf,53921989,3,9.91,5249614
Klebsiella_NTUH-K2044,npScarf,54195278,3,9.96,5249614
Klebsiella_NTUH-K2044,npScarf,54355945,3,9.99,5249614
Klebsiella_NTUH-K2044,npScarf,54499682,3,10.02,5249614
Klebsiella_NTUH-K2044,npScarf,54638962,3,10.04,5249614
Klebsiella_NTUH-K2044,npScarf,54661813,3,10.05,5249614
Klebsiella_NTUH-K2044,npScarf,54826893,3,10.08,5249614
Klebsiella_NTUH-K2044,npScarf,54920108,3,10.09,5249614
Klebsiella_NTUH-K2044,npScarf,55049520,3,10.12,5249614
Klebsiella_NTUH-K2044,npScarf,55100758,3,10.13,5249614
Klebsiella_NTUH-K2044,npScarf,55176866,3,10.14,5249614
Klebsiella_NTUH-K2044,npScarf,55278835,3,10.16,5249614
Klebsiella_NTUH-K2044,npScarf,55348578,3,10.17,5249614
Klebsiella_NTUH-K2044,npScarf,55371842,3,10.18,5249614
Klebsiella_NTUH-K2044,npScarf,55411883,3,10.18,5249614
Klebsiella_NTUH-K2044,npScarf,55651012,3,10.23,5249614
Klebsiella_NTUH-K2044,npScarf,55825144,3,10.26,5249614
Klebsiella_NTUH-K2044,npScarf,55889084,3,10.27,5249614
Klebsiella_NTUH-K2044,npScarf,55989884,3,10.29,5249614
Klebsiella_NTUH-K2044,npScarf,56034086,3,10.3,5249614
Klebsiella_NTUH-K2044,npScarf,56153422,3,10.32,5249614
Klebsiella_NTUH-K2044,npScarf,56374601,3,10.36,5249614
Klebsiella_NTUH-K2044,npScarf,56374601,3,10.36,5249614
Klebsiella_NTUH-K2044,npScarf,56432456,3,10.37,5249614
Klebsiella_NTUH-K2044,npScarf,56500977,3,10.38,5249614
Klebsiella_NTUH-K2044,npScarf,56652243,3,10.41,5249614
Klebsiella_NTUH-K2044,npScarf,56766573,3,10.43,5249614
Klebsiella_NTUH-K2044,npScarf,56865511,3,10.45,5249614
Klebsiella_NTUH-K2044,npScarf,56916561,3,10.46,5249614
Klebsiella_NTUH-K2044,npScarf,57031489,3,10.48,5249614
Klebsiella_NTUH-K2044,npScarf,57080835,3,10.49,5249614
Klebsiella_NTUH-K2044,npScarf,57287223,3,10.53,5249614
Klebsiella_NTUH-K2044,npScarf,57366255,3,10.54,5249614
Klebsiella_NTUH-K2044,npScarf,57380040,3,10.55,5249614
Klebsiella_NTUH-K2044,npScarf,57467884,3,10.56,5249614
Klebsiella_NTUH-K2044,npScarf,57535665,3,10.57,5249614
Klebsiella_NTUH-K2044,npScarf,57577835,3,10.58,5249614
Klebsiella_NTUH-K2044,npScarf,57712908,3,10.61,5249614
Klebsiella_NTUH-K2044,npScarf,57794454,3,10.62,5249614
Klebsiella_NTUH-K2044,npScarf,57850005,3,10.63,5249614
Klebsiella_NTUH-K2044,npScarf,57914185,3,10.64,5249614
Klebsiella_NTUH-K2044,npScarf,57958105,3,10.65,5249614
Klebsiella_NTUH-K2044,npScarf,58212889,3,10.7,5249614
Klebsiella_NTUH-K2044,npScarf,58297267,3,10.71,5249614
Klebsiella_NTUH-K2044,npScarf,58446983,3,10.74,5249614
Klebsiella_NTUH-K2044,npScarf,58593685,3,10.77,5249614
Klebsiella_NTUH-K2044,npScarf,58593685,3,10.77,5249614
Klebsiella_NTUH-K2044,npScarf,58714118,3,10.79,5249614
Klebsiella_NTUH-K2044,npScarf,58848367,3,10.82,5249614
Klebsiella_NTUH-K2044,npScarf,58880594,3,10.82,5249614
Klebsiella_NTUH-K2044,npScarf,58893355,3,10.82,5249614
Klebsiella_NTUH-K2044,npScarf,59030826,3,10.85,5249614
Klebsiella_NTUH-K2044,npScarf,59206813,3,10.88,5249614
Klebsiella_NTUH-K2044,npScarf,59300316,3,10.9,5249614
Klebsiella_NTUH-K2044,npScarf,59300316,3,10.9,5249614
Klebsiella_NTUH-K2044,npScarf,59342632,3,10.91,5249614
Klebsiella_NTUH-K2044,npScarf,59473529,3,10.93,5249614
Klebsiella_NTUH-K2044,npScarf,59549521,3,10.94,5249614
Klebsiella_NTUH-K2044,npScarf,59673572,3,10.97,5249614
Klebsiella_NTUH-K2044,npScarf,59789726,3,10.99,5249614
Klebsiella_NTUH-K2044,npScarf,59894202,3,11.01,5249614
Klebsiella_NTUH-K2044,npScarf,59894202,3,11.01,5249614
Klebsiella_NTUH-K2044,npScarf,60018201,3,11.03,5249614
Klebsiella_NTUH-K2044,npScarf,60150438,3,11.06,5249614
Klebsiella_NTUH-K2044,npScarf,60271233,3,11.08,5249614
Klebsiella_NTUH-K2044,npScarf,60278721,3,11.08,5249614
Klebsiella_NTUH-K2044,npScarf,60458658,3,11.11,5249614
Klebsiella_NTUH-K2044,npScarf,60656515,3,11.15,5249614
Klebsiella_NTUH-K2044,npScarf,60723304,3,11.16,5249614
Klebsiella_NTUH-K2044,npScarf,60723304,3,11.16,5249614
Klebsiella_NTUH-K2044,npScarf,60751600,3,11.17,5249614
Klebsiella_NTUH-K2044,npScarf,60966700,3,11.21,5249614
Klebsiella_NTUH-K2044,npScarf,60966700,3,11.21,5249614
Klebsiella_NTUH-K2044,npScarf,61054085,3,11.22,5249614
Klebsiella_NTUH-K2044,npScarf,61142627,3,11.24,5249614
Klebsiella_NTUH-K2044,npScarf,61331308,3,11.27,5249614
Klebsiella_NTUH-K2044,npScarf,61365857,3,11.28,5249614
Klebsiella_NTUH-K2044,npScarf,61547362,3,11.31,5249614
Klebsiella_NTUH-K2044,npScarf,61645838,3,11.33,5249614
Klebsiella_NTUH-K2044,npScarf,61680802,3,11.34,5249614
Klebsiella_NTUH-K2044,npScarf,61846840,3,11.37,5249614
Klebsiella_NTUH-K2044,npScarf,61984562,3,11.39,5249614
Klebsiella_NTUH-K2044,npScarf,62119940,3,11.42,5249614
Klebsiella_NTUH-K2044,npScarf,62211784,3,11.43,5249614
Klebsiella_NTUH-K2044,npScarf,62311698,3,11.45,5249614
Klebsiella_NTUH-K2044,npScarf,62382487,3,11.47,5249614
Klebsiella_NTUH-K2044,npScarf,62556416,3,11.5,5249614
Klebsiella_NTUH-K2044,npScarf,62576425,3,11.5,5249614
Klebsiella_NTUH-K2044,npScarf,62813836,3,11.54,5249614
Klebsiella_NTUH-K2044,npScarf,62813836,3,11.54,5249614
Klebsiella_NTUH-K2044,npScarf,62897788,3,11.56,5249614
Klebsiella_NTUH-K2044,npScarf,63011523,3,11.58,5249614
Klebsiella_NTUH-K2044,npScarf,63070817,3,11.59,5249614
Klebsiella_NTUH-K2044,npScarf,63211000,3,11.62,5249614
Klebsiella_NTUH-K2044,npScarf,63464186,3,11.66,5249614
Klebsiella_NTUH-K2044,npScarf,63464186,3,11.66,5249614
Klebsiella_NTUH-K2044,npScarf,63608370,3,11.69,5249614
Klebsiella_NTUH-K2044,npScarf,63697144,3,11.71,5249614
Klebsiella_NTUH-K2044,npScarf,63748778,3,11.72,5249614
Klebsiella_NTUH-K2044,npScarf,63748778,3,11.72,5249614
Klebsiella_NTUH-K2044,npScarf,63828296,3,11.73,5249614
Klebsiella_NTUH-K2044,npScarf,63903683,3,11.74,5249614
Klebsiella_NTUH-K2044,npScarf,64048783,3,11.77,5249614
Klebsiella_NTUH-K2044,npScarf,64287004,3,11.82,5249614
Klebsiella_NTUH-K2044,npScarf,64345079,3,11.83,5249614
Klebsiella_NTUH-K2044,npScarf,64470991,3,11.85,5249614
Klebsiella_NTUH-K2044,npScarf,64572402,3,11.87,5249614
Klebsiella_NTUH-K2044,npScarf,64817041,3,11.91,5249614
Klebsiella_NTUH-K2044,npScarf,64831256,3,11.92,5249614
Klebsiella_NTUH-K2044,npScarf,64874521,3,11.92,5249614
Klebsiella_NTUH-K2044,npScarf,65075370,3,11.96,5249614
Klebsiella_NTUH-K2044,npScarf,65232547,3,11.99,5249614
Klebsiella_NTUH-K2044,npScarf,65316707,3,12,5249614
Klebsiella_NTUH-K2044,npScarf,65436588,3,12.03,5249614
Klebsiella_NTUH-K2044,npScarf,65488125,3,12.04,5249614
Klebsiella_NTUH-K2044,npScarf,65617587,3,12.06,5249614
Klebsiella_NTUH-K2044,npScarf,65655961,3,12.07,5249614
Klebsiella_NTUH-K2044,npScarf,65760629,3,12.09,5249614
Klebsiella_NTUH-K2044,npScarf,65896430,3,12.11,5249614
Klebsiella_NTUH-K2044,npScarf,65940231,3,12.12,5249614
Klebsiella_NTUH-K2044,npScarf,66054820,3,12.14,5249614
Klebsiella_NTUH-K2044,npScarf,66212445,3,12.17,5249614
Klebsiella_NTUH-K2044,npScarf,66263272,3,12.18,5249614
Klebsiella_NTUH-K2044,npScarf,66389693,3,12.2,5249614
Klebsiella_NTUH-K2044,npScarf,66408344,3,12.21,5249614
Klebsiella_NTUH-K2044,npScarf,66561203,3,12.23,5249614
Klebsiella_NTUH-K2044,npScarf,66764330,3,12.27,5249614
Klebsiella_NTUH-K2044,npScarf,66878659,3,12.29,5249614
Klebsiella_NTUH-K2044,npScarf,67007428,3,12.32,5249614
Klebsiella_NTUH-K2044,npScarf,67039104,3,12.32,5249614
Klebsiella_NTUH-K2044,npScarf,67198574,3,12.35,5249614
Klebsiella_NTUH-K2044,npScarf,67388929,3,12.39,5249614
Klebsiella_NTUH-K2044,npScarf,67474679,3,12.4,5249614
Klebsiella_NTUH-K2044,npScarf,67504217,3,12.41,5249614
Klebsiella_NTUH-K2044,npScarf,67722331,3,12.45,5249614
Klebsiella_NTUH-K2044,npScarf,67909007,3,12.48,5249614
Klebsiella_NTUH-K2044,npScarf,67976440,3,12.49,5249614
Klebsiella_NTUH-K2044,npScarf,68088139,3,12.51,5249614
Klebsiella_NTUH-K2044,npScarf,68172504,3,12.53,5249614
Klebsiella_NTUH-K2044,npScarf,68232520,3,12.54,5249614
Klebsiella_NTUH-K2044,npScarf,68403666,3,12.57,5249614
Klebsiella_NTUH-K2044,npScarf,68615439,3,12.61,5249614
Klebsiella_NTUH-K2044,npScarf,68757757,3,12.64,5249614
Klebsiella_NTUH-K2044,npScarf,68811297,3,12.65,5249614
Klebsiella_NTUH-K2044,npScarf,68927333,3,12.67,5249614
Klebsiella_NTUH-K2044,npScarf,69032944,3,12.69,5249614
Klebsiella_NTUH-K2044,npScarf,69078913,3,12.7,5249614
Klebsiella_NTUH-K2044,npScarf,69154990,3,12.71,5249614
Klebsiella_NTUH-K2044,npScarf,69226354,3,12.72,5249614
Klebsiella_NTUH-K2044,npScarf,69386030,3,12.75,5249614
Klebsiella_NTUH-K2044,npScarf,69596781,3,12.79,5249614
Klebsiella_NTUH-K2044,npScarf,69683571,3,12.81,5249614
Klebsiella_NTUH-K2044,npScarf,69723693,3,12.81,5249614
Klebsiella_NTUH-K2044,npScarf,69816137,3,12.83,5249614
Klebsiella_NTUH-K2044,npScarf,69978966,3,12.86,5249614
Klebsiella_NTUH-K2044,npScarf,70086379,3,12.88,5249614
Klebsiella_NTUH-K2044,npScarf,70200171,3,12.9,5249614
Klebsiella_NTUH-K2044,npScarf,70234982,3,12.91,5249614
Klebsiella_NTUH-K2044,npScarf,70435463,3,12.95,5249614
Klebsiella_NTUH-K2044,npScarf,70463206,3,12.95,5249614
Klebsiella_NTUH-K2044,npScarf,70688193,3,12.99,5249614
Klebsiella_NTUH-K2044,npScarf,70706061,3,13,5249614
Klebsiella_NTUH-K2044,npScarf,70845780,3,13.02,5249614
Klebsiella_NTUH-K2044,npScarf,70952627,3,13.04,5249614
Klebsiella_NTUH-K2044,npScarf,71014975,3,13.05,5249614
Klebsiella_NTUH-K2044,npScarf,71168265,3,13.08,5249614
Klebsiella_NTUH-K2044,npScarf,71198566,3,13.09,5249614
Klebsiella_NTUH-K2044,npScarf,71346001,3,13.11,5249614
Klebsiella_NTUH-K2044,npScarf,71413553,3,13.13,5249614
Klebsiella_NTUH-K2044,npScarf,71480847,3,13.14,5249614
Klebsiella_NTUH-K2044,npScarf,71540319,3,13.15,5249614
Klebsiella_NTUH-K2044,npScarf,71686447,3,13.18,5249614
Klebsiella_NTUH-K2044,npScarf,71714706,3,13.18,5249614
Klebsiella_NTUH-K2044,npScarf,71921729,3,13.22,5249614
Klebsiella_NTUH-K2044,npScarf,71945118,3,13.22,5249614
Klebsiella_NTUH-K2044,npScarf,72138154,3,13.26,5249614
Klebsiella_NTUH-K2044,npScarf,72200642,3,13.27,5249614
Klebsiella_NTUH-K2044,npScarf,72224404,3,13.27,5249614
Klebsiella_NTUH-K2044,npScarf,72524961,3,13.33,5249614
Klebsiella_NTUH-K2044,npScarf,72598547,3,13.34,5249614
Klebsiella_NTUH-K2044,npScarf,72786593,3,13.38,5249614
Klebsiella_NTUH-K2044,npScarf,72867182,3,13.39,5249614
Klebsiella_NTUH-K2044,npScarf,72908882,3,13.4,5249614
Klebsiella_NTUH-K2044,npScarf,73036860,3,13.42,5249614
Klebsiella_NTUH-K2044,npScarf,73101931,3,13.44,5249614
Klebsiella_NTUH-K2044,npScarf,73178525,3,13.45,5249614
Klebsiella_NTUH-K2044,npScarf,73462874,3,13.5,5249614
Klebsiella_NTUH-K2044,npScarf,73462874,3,13.5,5249614
Klebsiella_NTUH-K2044,npScarf,73577535,3,13.52,5249614
Klebsiella_NTUH-K2044,npScarf,73593187,3,13.53,5249614
Klebsiella_NTUH-K2044,npScarf,73727553,3,13.55,5249614
Klebsiella_NTUH-K2044,npScarf,73736066,3,13.55,5249614
Klebsiella_NTUH-K2044,npScarf,73823303,3,13.57,5249614
Klebsiella_NTUH-K2044,npScarf,74129826,3,13.62,5249614
Klebsiella_NTUH-K2044,npScarf,74170157,3,13.63,5249614
Klebsiella_NTUH-K2044,npScarf,74223560,3,13.64,5249614
Klebsiella_NTUH-K2044,npScarf,74430513,3,13.68,5249614
Klebsiella_NTUH-K2044,npScarf,74624010,3,13.72,5249614
Klebsiella_NTUH-K2044,npScarf,74783207,3,13.74,5249614
Klebsiella_NTUH-K2044,npScarf,74829130,3,13.75,5249614
Klebsiella_NTUH-K2044,npScarf,74977845,3,13.78,5249614
Klebsiella_NTUH-K2044,npScarf,75078312,3,13.8,5249614
Klebsiella_NTUH-K2044,npScarf,75345475,3,13.85,5249614
Klebsiella_NTUH-K2044,npScarf,75438292,3,13.86,5249614
Klebsiella_NTUH-K2044,npScarf,75477490,3,13.87,5249614
Klebsiella_NTUH-K2044,npScarf,75571271,3,13.89,5249614
Klebsiella_NTUH-K2044,npScarf,75663421,3,13.91,5249614
Klebsiella_NTUH-K2044,npScarf,75803941,3,13.93,5249614
Klebsiella_NTUH-K2044,npScarf,75980383,3,13.96,5249614
Klebsiella_NTUH-K2044,npScarf,76009263,3,13.97,5249614
Klebsiella_NTUH-K2044,npScarf,76143991,3,13.99,5249614
Klebsiella_NTUH-K2044,npScarf,76285689,3,14.02,5249614
Klebsiella_NTUH-K2044,npScarf,76346276,3,14.03,5249614
Klebsiella_NTUH-K2044,npScarf,76616985,3,14.08,5249614
Klebsiella_NTUH-K2044,npScarf,76767945,3,14.11,5249614
Klebsiella_NTUH-K2044,npScarf,76908466,3,14.13,5249614
Klebsiella_NTUH-K2044,npScarf,77054929,3,14.16,5249614
Klebsiella_NTUH-K2044,npScarf,77244343,3,14.2,5249614
Klebsiella_NTUH-K2044,npScarf,77343716,3,14.21,5249614
Klebsiella_NTUH-K2044,npScarf,77481954,3,14.24,5249614
Klebsiella_NTUH-K2044,npScarf,77671560,3,14.28,5249614
Klebsiella_NTUH-K2044,npScarf,77680226,3,14.28,5249614
Klebsiella_NTUH-K2044,npScarf,77798359,3,14.3,5249614
Klebsiella_NTUH-K2044,npScarf,77927286,3,14.32,5249614
