Genome,Method,Bases,Contigs,Depth,N50
E_coli_K-12_MG1655,npScarf,14636384,6,3.19,1326379
E_coli_K-12_MG1655,npScarf,14833180,6,3.23,1326379
E_coli_K-12_MG1655,npScarf,14973404,6,3.26,1326379
E_coli_K-12_MG1655,npScarf,15016918,6,3.27,1326379
E_coli_K-12_MG1655,npScarf,15143441,6,3.3,1326379
E_coli_K-12_MG1655,npScarf,15249791,6,3.32,1326379
E_coli_K-12_MG1655,npScarf,15383479,6,3.35,1326379
E_coli_K-12_MG1655,npScarf,15469950,6,3.37,1326379
E_coli_K-12_MG1655,npScarf,15641215,6,3.41,1326379
E_coli_K-12_MG1655,npScarf,15751992,6,3.43,1326379
E_coli_K-12_MG1655,npScarf,15842488,6,3.45,1326379
E_coli_K-12_MG1655,npScarf,15886698,6,3.46,1326379
E_coli_K-12_MG1655,npScarf,15976286,6,3.48,1326379
E_coli_K-12_MG1655,npScarf,16023718,6,3.49,1326379
E_coli_K-12_MG1655,npScarf,16210871,6,3.53,1326379
E_coli_K-12_MG1655,npScarf,16309878,6,3.55,1326379
E_coli_K-12_MG1655,npScarf,16358738,6,3.56,1326379
E_coli_K-12_MG1655,npScarf,16497442,6,3.59,1326379
E_coli_K-12_MG1655,npScarf,16517369,6,3.6,1326379
E_coli_K-12_MG1655,npScarf,16798500,6,3.66,1326379
E_coli_K-12_MG1655,npScarf,16816030,6,3.66,1326379
E_coli_K-12_MG1655,npScarf,16968719,6,3.7,1326379
E_coli_K-12_MG1655,npScarf,17214639,6,3.75,1326379
E_coli_K-12_MG1655,npScarf,17376334,6,3.78,1326379
E_coli_K-12_MG1655,npScarf,17518611,6,3.82,1326379
E_coli_K-12_MG1655,npScarf,17701563,6,3.85,1326379
E_coli_K-12_MG1655,npScarf,17864004,6,3.89,1326379
E_coli_K-12_MG1655,npScarf,17962196,5,3.91,3039649
E_coli_K-12_MG1655,npScarf,17996635,5,3.92,3039649
E_coli_K-12_MG1655,npScarf,18124678,5,3.95,3039649
E_coli_K-12_MG1655,npScarf,18290450,5,3.98,3039649
E_coli_K-12_MG1655,npScarf,18359985,5,4,3039649
E_coli_K-12_MG1655,npScarf,18377318,5,4,3039649
E_coli_K-12_MG1655,npScarf,18476946,5,4.02,3039649
E_coli_K-12_MG1655,npScarf,18648436,5,4.06,3039649
E_coli_K-12_MG1655,npScarf,18793465,5,4.09,3039649
E_coli_K-12_MG1655,npScarf,18811369,5,4.1,3039649
E_coli_K-12_MG1655,npScarf,18875499,5,4.11,3039649
E_coli_K-12_MG1655,npScarf,19036226,5,4.15,3039649
E_coli_K-12_MG1655,npScarf,19224691,5,4.19,3039649
E_coli_K-12_MG1655,npScarf,19418454,5,4.23,3039649
E_coli_K-12_MG1655,npScarf,19580940,5,4.26,3039649
E_coli_K-12_MG1655,npScarf,19676747,5,4.29,3039649
E_coli_K-12_MG1655,npScarf,19821585,5,4.32,3039649
E_coli_K-12_MG1655,npScarf,19949857,5,4.34,3039649
E_coli_K-12_MG1655,npScarf,20087541,5,4.37,3039649
E_coli_K-12_MG1655,npScarf,20242107,5,4.41,3039649
E_coli_K-12_MG1655,npScarf,20308862,5,4.42,3039649
E_coli_K-12_MG1655,npScarf,20375895,5,4.44,3039649
E_coli_K-12_MG1655,npScarf,20509676,5,4.47,3039649
E_coli_K-12_MG1655,npScarf,20564942,5,4.48,3039649
E_coli_K-12_MG1655,npScarf,20704403,5,4.51,3039649
E_coli_K-12_MG1655,npScarf,20787659,5,4.53,3039649
E_coli_K-12_MG1655,npScarf,20814306,5,4.53,3039649
E_coli_K-12_MG1655,npScarf,20937316,5,4.56,3039649
E_coli_K-12_MG1655,npScarf,20956325,5,4.56,3039649
E_coli_K-12_MG1655,npScarf,21004748,5,4.57,3039649
E_coli_K-12_MG1655,npScarf,21072014,5,4.59,3039649
E_coli_K-12_MG1655,npScarf,21111669,5,4.6,3039649
E_coli_K-12_MG1655,npScarf,21172226,5,4.61,3039649
E_coli_K-12_MG1655,npScarf,21311890,5,4.64,3039649
E_coli_K-12_MG1655,npScarf,21459883,5,4.67,3039649
E_coli_K-12_MG1655,npScarf,21582261,5,4.7,3039649
E_coli_K-12_MG1655,npScarf,21696054,5,4.72,3039649
E_coli_K-12_MG1655,npScarf,21880857,5,4.76,3039649
E_coli_K-12_MG1655,npScarf,21880857,5,4.76,3039649
E_coli_K-12_MG1655,npScarf,22010689,5,4.79,3039649
E_coli_K-12_MG1655,npScarf,22157718,5,4.83,3039649
E_coli_K-12_MG1655,npScarf,22244420,5,4.84,3039649
E_coli_K-12_MG1655,npScarf,22446672,5,4.89,3039649
E_coli_K-12_MG1655,npScarf,22446672,5,4.89,3039649
E_coli_K-12_MG1655,npScarf,22562369,5,4.91,3039649
E_coli_K-12_MG1655,npScarf,22596302,5,4.92,3039649
E_coli_K-12_MG1655,npScarf,22793760,5,4.96,3039649
E_coli_K-12_MG1655,npScarf,22894553,5,4.99,3039649
E_coli_K-12_MG1655,npScarf,22966449,5,5,3039649
E_coli_K-12_MG1655,npScarf,23148580,5,5.04,3039649
E_coli_K-12_MG1655,npScarf,23203899,5,5.05,3039649
E_coli_K-12_MG1655,npScarf,23252901,5,5.06,3039649
E_coli_K-12_MG1655,npScarf,23317124,5,5.08,3039649
E_coli_K-12_MG1655,npScarf,23537748,5,5.13,3039649
E_coli_K-12_MG1655,npScarf,23595026,5,5.14,3039649
E_coli_K-12_MG1655,npScarf,23744176,5,5.17,3039649
E_coli_K-12_MG1655,npScarf,23813050,5,5.19,3039649
E_coli_K-12_MG1655,npScarf,23840667,5,5.19,3039649
E_coli_K-12_MG1655,npScarf,23960541,5,5.22,3039649
E_coli_K-12_MG1655,npScarf,24109297,5,5.25,3039649
E_coli_K-12_MG1655,npScarf,24219134,4,5.27,3039649
E_coli_K-12_MG1655,npScarf,24351385,4,5.3,3039649
E_coli_K-12_MG1655,npScarf,24454658,4,5.33,3039649
E_coli_K-12_MG1655,npScarf,24599185,4,5.36,3039649
E_coli_K-12_MG1655,npScarf,24700886,4,5.38,3039649
E_coli_K-12_MG1655,npScarf,24729025,4,5.39,3039649
E_coli_K-12_MG1655,npScarf,25010540,4,5.45,3039649
E_coli_K-12_MG1655,npScarf,25062333,4,5.46,3039649
E_coli_K-12_MG1655,npScarf,25158657,4,5.48,3039649
E_coli_K-12_MG1655,npScarf,25187288,4,5.49,3039649
E_coli_K-12_MG1655,npScarf,25346885,4,5.52,3039649
E_coli_K-12_MG1655,npScarf,25450007,4,5.54,3039649
E_coli_K-12_MG1655,npScarf,25550188,4,5.56,3039649
E_coli_K-12_MG1655,npScarf,25576698,4,5.57,3039649
E_coli_K-12_MG1655,npScarf,25759080,4,5.61,3039649
E_coli_K-12_MG1655,npScarf,25866646,4,5.63,3039649
E_coli_K-12_MG1655,npScarf,25899221,4,5.64,3039649
E_coli_K-12_MG1655,npScarf,26001801,4,5.66,3039649
E_coli_K-12_MG1655,npScarf,26150106,4,5.69,3039649
E_coli_K-12_MG1655,npScarf,26256915,4,5.72,3039649
E_coli_K-12_MG1655,npScarf,26360177,4,5.74,3039649
E_coli_K-12_MG1655,npScarf,26473023,4,5.77,3039649
E_coli_K-12_MG1655,npScarf,26678600,4,5.81,3039649
E_coli_K-12_MG1655,npScarf,26678600,4,5.81,3039649
E_coli_K-12_MG1655,npScarf,26828598,4,5.84,3039649
E_coli_K-12_MG1655,npScarf,26846162,4,5.85,3039649
E_coli_K-12_MG1655,npScarf,27028720,2,5.89,3093487
E_coli_K-12_MG1655,npScarf,27171510,2,5.92,4631731
E_coli_K-12_MG1655,npScarf,27332417,2,5.95,4631731
E_coli_K-12_MG1655,npScarf,27495627,2,5.99,4631731
E_coli_K-12_MG1655,npScarf,27638674,2,6.02,4631731
E_coli_K-12_MG1655,npScarf,27695482,2,6.03,4631731
E_coli_K-12_MG1655,npScarf,27768322,2,6.05,4631731
E_coli_K-12_MG1655,npScarf,27975674,2,6.09,4631731
E_coli_K-12_MG1655,npScarf,28081680,2,6.12,4631731
E_coli_K-12_MG1655,npScarf,28219537,2,6.15,4631731
E_coli_K-12_MG1655,npScarf,28268239,2,6.16,4631731
E_coli_K-12_MG1655,npScarf,28515734,2,6.21,4631731
E_coli_K-12_MG1655,npScarf,28591108,2,6.23,4631731
E_coli_K-12_MG1655,npScarf,28722215,2,6.25,4632659
E_coli_K-12_MG1655,npScarf,28779591,2,6.27,4632659
E_coli_K-12_MG1655,npScarf,28983184,2,6.31,4632659
E_coli_K-12_MG1655,npScarf,29274017,2,6.38,4632659
E_coli_K-12_MG1655,npScarf,29354210,2,6.39,4632659
E_coli_K-12_MG1655,npScarf,29486223,2,6.42,4632659
E_coli_K-12_MG1655,npScarf,29591460,2,6.44,4632659
E_coli_K-12_MG1655,npScarf,29702450,2,6.47,4632659
E_coli_K-12_MG1655,npScarf,29778867,2,6.48,4632659
E_coli_K-12_MG1655,npScarf,29835203,2,6.5,4632659
E_coli_K-12_MG1655,npScarf,29940910,2,6.52,4632659
E_coli_K-12_MG1655,npScarf,30019864,2,6.54,4632659
E_coli_K-12_MG1655,npScarf,30173433,2,6.57,4632659
E_coli_K-12_MG1655,npScarf,30266433,2,6.59,4632659
E_coli_K-12_MG1655,npScarf,30424540,2,6.63,4632659
E_coli_K-12_MG1655,npScarf,30531522,2,6.65,4632659
E_coli_K-12_MG1655,npScarf,30619185,2,6.67,4632659
E_coli_K-12_MG1655,npScarf,30733132,2,6.69,4632659
E_coli_K-12_MG1655,npScarf,30733132,2,6.69,4632659
E_coli_K-12_MG1655,npScarf,30762054,2,6.7,4632659
E_coli_K-12_MG1655,npScarf,30904662,2,6.73,4632659
E_coli_K-12_MG1655,npScarf,30928123,2,6.74,4632659
E_coli_K-12_MG1655,npScarf,31026928,2,6.76,4632659
E_coli_K-12_MG1655,npScarf,31230054,2,6.8,4632659
E_coli_K-12_MG1655,npScarf,31347473,2,6.83,4632659
E_coli_K-12_MG1655,npScarf,31497726,2,6.86,4632659
E_coli_K-12_MG1655,npScarf,31605553,2,6.88,4632659
E_coli_K-12_MG1655,npScarf,31742435,2,6.91,4632659
E_coli_K-12_MG1655,npScarf,31814804,2,6.93,4632659
E_coli_K-12_MG1655,npScarf,31923838,2,6.95,4632659
E_coli_K-12_MG1655,npScarf,32031139,2,6.98,4632659
E_coli_K-12_MG1655,npScarf,32272704,2,7.03,4632659
E_coli_K-12_MG1655,npScarf,32343217,2,7.04,4632659
E_coli_K-12_MG1655,npScarf,32402073,2,7.06,4632659
E_coli_K-12_MG1655,npScarf,32459946,2,7.07,4632659
E_coli_K-12_MG1655,npScarf,32690095,2,7.12,4632659
E_coli_K-12_MG1655,npScarf,32851328,2,7.15,4632659
E_coli_K-12_MG1655,npScarf,32930922,2,7.17,4632659
E_coli_K-12_MG1655,npScarf,33019629,2,7.19,4632659
E_coli_K-12_MG1655,npScarf,33050705,2,7.2,4632659
E_coli_K-12_MG1655,npScarf,33278503,2,7.25,4632659
E_coli_K-12_MG1655,npScarf,33339406,2,7.26,4632659
E_coli_K-12_MG1655,npScarf,33421186,2,7.28,4632659
E_coli_K-12_MG1655,npScarf,33636436,2,7.33,4632659
E_coli_K-12_MG1655,npScarf,33724140,2,7.34,4632659
E_coli_K-12_MG1655,npScarf,33847047,1,7.37,4640202
E_coli_K-12_MG1655,npScarf,33958663,1,7.4,4641172
E_coli_K-12_MG1655,npScarf,34024614,1,7.41,4641172
E_coli_K-12_MG1655,npScarf,34139689,1,7.43,4641172
E_coli_K-12_MG1655,npScarf,34289318,1,7.47,4641172
E_coli_K-12_MG1655,npScarf,34350339,1,7.48,4641172
E_coli_K-12_MG1655,npScarf,34501508,1,7.51,4641172
E_coli_K-12_MG1655,npScarf,34589130,1,7.53,4641172
E_coli_K-12_MG1655,npScarf,34676433,1,7.55,4641172
E_coli_K-12_MG1655,npScarf,34814792,1,7.58,4641172
E_coli_K-12_MG1655,npScarf,34884494,1,7.6,4641172
E_coli_K-12_MG1655,npScarf,34911290,1,7.6,4641172
E_coli_K-12_MG1655,npScarf,35083406,1,7.64,4641172
E_coli_K-12_MG1655,npScarf,35195923,1,7.66,4641172
E_coli_K-12_MG1655,npScarf,35368292,1,7.7,4641172
E_coli_K-12_MG1655,npScarf,35445366,1,7.72,4641172
E_coli_K-12_MG1655,npScarf,35764066,1,7.79,4641172
E_coli_K-12_MG1655,npScarf,35924475,1,7.82,4641172
E_coli_K-12_MG1655,npScarf,36060936,1,7.85,4641172
E_coli_K-12_MG1655,npScarf,36152898,1,7.87,4641172
E_coli_K-12_MG1655,npScarf,36230777,1,7.89,4641172
E_coli_K-12_MG1655,npScarf,36334967,1,7.91,4641172
E_coli_K-12_MG1655,npScarf,36371837,1,7.92,4641172
E_coli_K-12_MG1655,npScarf,36422980,1,7.93,4641172
E_coli_K-12_MG1655,npScarf,36603709,1,7.97,4641172
E_coli_K-12_MG1655,npScarf,36726826,1,8,4641172
E_coli_K-12_MG1655,npScarf,36795551,1,8.01,4641172
E_coli_K-12_MG1655,npScarf,36829264,1,8.02,4641172
E_coli_K-12_MG1655,npScarf,36996139,1,8.06,4641172
E_coli_K-12_MG1655,npScarf,37150795,1,8.09,4641172
E_coli_K-12_MG1655,npScarf,37245721,1,8.11,4641172
E_coli_K-12_MG1655,npScarf,37461643,1,8.16,4641172
E_coli_K-12_MG1655,npScarf,37535080,1,8.17,4641172
E_coli_K-12_MG1655,npScarf,37579268,1,8.18,4641172
E_coli_K-12_MG1655,npScarf,37805801,1,8.23,4641172
E_coli_K-12_MG1655,npScarf,37905433,1,8.25,4641172
E_coli_K-12_MG1655,npScarf,37933614,1,8.26,4641172
E_coli_K-12_MG1655,npScarf,38039624,1,8.28,4641172
E_coli_K-12_MG1655,npScarf,38159347,1,8.31,4641172
E_coli_K-12_MG1655,npScarf,38252781,1,8.33,4641172
E_coli_K-12_MG1655,npScarf,38411964,1,8.36,4641172
E_coli_K-12_MG1655,npScarf,38548381,1,8.39,4641172
E_coli_K-12_MG1655,npScarf,38664278,1,8.42,4641172
E_coli_K-12_MG1655,npScarf,38748057,1,8.44,4641172
E_coli_K-12_MG1655,npScarf,38866393,1,8.46,4641172
E_coli_K-12_MG1655,npScarf,38995586,1,8.49,4641172
E_coli_K-12_MG1655,npScarf,39021013,1,8.5,4641172
E_coli_K-12_MG1655,npScarf,39218446,1,8.54,4641172
E_coli_K-12_MG1655,npScarf,39283400,1,8.55,4641171
E_coli_K-12_MG1655,npScarf,39382534,1,8.58,4641171
E_coli_K-12_MG1655,npScarf,39498129,1,8.6,4641171
E_coli_K-12_MG1655,npScarf,39552775,1,8.61,4641171
E_coli_K-12_MG1655,npScarf,39654288,1,8.64,4641171
E_coli_K-12_MG1655,npScarf,39736112,1,8.65,4641171
E_coli_K-12_MG1655,npScarf,39891296,1,8.69,4641171
E_coli_K-12_MG1655,npScarf,39908938,1,8.69,4641171
E_coli_K-12_MG1655,npScarf,40031792,1,8.72,4641171
E_coli_K-12_MG1655,npScarf,40124706,1,8.74,4641171
E_coli_K-12_MG1655,npScarf,40220352,1,8.76,4641171
E_coli_K-12_MG1655,npScarf,40241505,1,8.76,4641171
E_coli_K-12_MG1655,npScarf,40462655,1,8.81,4641171
E_coli_K-12_MG1655,npScarf,40525189,1,8.83,4641171
E_coli_K-12_MG1655,npScarf,40644497,1,8.85,4641171
E_coli_K-12_MG1655,npScarf,40849983,1,8.9,4641171
E_coli_K-12_MG1655,npScarf,40999299,1,8.93,4641171
E_coli_K-12_MG1655,npScarf,40999299,1,8.93,4641171
E_coli_K-12_MG1655,npScarf,41022563,1,8.93,4641171
E_coli_K-12_MG1655,npScarf,41174680,1,8.97,4641171
E_coli_K-12_MG1655,npScarf,41354239,1,9.01,4641171
E_coli_K-12_MG1655,npScarf,41375444,1,9.01,4641171
E_coli_K-12_MG1655,npScarf,41578829,1,9.05,4641171
E_coli_K-12_MG1655,npScarf,41698930,1,9.08,4641171
E_coli_K-12_MG1655,npScarf,41862246,1,9.12,4641171
E_coli_K-12_MG1655,npScarf,41890103,1,9.12,4641171
E_coli_K-12_MG1655,npScarf,42046851,1,9.16,4641171
E_coli_K-12_MG1655,npScarf,42168501,1,9.18,4641171
E_coli_K-12_MG1655,npScarf,42263567,1,9.2,4641171
E_coli_K-12_MG1655,npScarf,42529334,1,9.26,4641171
E_coli_K-12_MG1655,npScarf,42578042,1,9.27,4641171
E_coli_K-12_MG1655,npScarf,42722960,1,9.3,4641171
E_coli_K-12_MG1655,npScarf,42785349,1,9.32,4641171
E_coli_K-12_MG1655,npScarf,42908522,1,9.34,4641171
E_coli_K-12_MG1655,npScarf,43016674,1,9.37,4641171
E_coli_K-12_MG1655,npScarf,43026230,1,9.37,4641171
E_coli_K-12_MG1655,npScarf,43245974,1,9.42,4641171
E_coli_K-12_MG1655,npScarf,43342900,1,9.44,4641171
E_coli_K-12_MG1655,npScarf,43456463,1,9.46,4641171
E_coli_K-12_MG1655,npScarf,43524786,1,9.48,4641171
E_coli_K-12_MG1655,npScarf,43659719,1,9.51,4641171
E_coli_K-12_MG1655,npScarf,43686043,1,9.51,4641171
E_coli_K-12_MG1655,npScarf,43860527,1,9.55,4641171
E_coli_K-12_MG1655,npScarf,43942091,1,9.57,4641171
E_coli_K-12_MG1655,npScarf,44135254,1,9.61,4641171
E_coli_K-12_MG1655,npScarf,44167166,1,9.62,4641171
E_coli_K-12_MG1655,npScarf,44327269,1,9.65,4641171
E_coli_K-12_MG1655,npScarf,44459542,1,9.68,4641171
E_coli_K-12_MG1655,npScarf,44471999,1,9.68,4641171
E_coli_K-12_MG1655,npScarf,44605580,1,9.71,4641171
E_coli_K-12_MG1655,npScarf,44771459,1,9.75,4641171
E_coli_K-12_MG1655,npScarf,44918646,1,9.78,4641171
E_coli_K-12_MG1655,npScarf,45037819,1,9.81,4641171
E_coli_K-12_MG1655,npScarf,45051229,1,9.81,4641171
E_coli_K-12_MG1655,npScarf,45272169,1,9.86,4641171
E_coli_K-12_MG1655,npScarf,45296695,1,9.86,4641171
E_coli_K-12_MG1655,npScarf,45386428,1,9.88,4641171
E_coli_K-12_MG1655,npScarf,45479648,1,9.9,4641171
E_coli_K-12_MG1655,npScarf,45512754,1,9.91,4641171
E_coli_K-12_MG1655,npScarf,45593603,1,9.93,4641171
E_coli_K-12_MG1655,npScarf,45790422,1,9.97,4641171
E_coli_K-12_MG1655,npScarf,45879044,1,9.99,4641171
E_coli_K-12_MG1655,npScarf,45954835,1,10.01,4641171
E_coli_K-12_MG1655,npScarf,46058524,1,10.03,4641171
E_coli_K-12_MG1655,npScarf,46267921,1,10.08,4641171
E_coli_K-12_MG1655,npScarf,46372313,1,10.1,4641171
E_coli_K-12_MG1655,npScarf,46458096,1,10.12,4641171
E_coli_K-12_MG1655,npScarf,46592160,1,10.15,4641171
E_coli_K-12_MG1655,npScarf,46725875,1,10.18,4641171
E_coli_K-12_MG1655,npScarf,46940306,1,10.22,4641171
E_coli_K-12_MG1655,npScarf,47004275,1,10.24,4641171
E_coli_K-12_MG1655,npScarf,47158595,1,10.27,4641171
E_coli_K-12_MG1655,npScarf,47405759,1,10.32,4641171
E_coli_K-12_MG1655,npScarf,47440348,1,10.33,4641171
E_coli_K-12_MG1655,npScarf,47662137,1,10.38,4641171
E_coli_K-12_MG1655,npScarf,47827477,1,10.42,4641171
E_coli_K-12_MG1655,npScarf,47884511,1,10.43,4641171
E_coli_K-12_MG1655,npScarf,47961228,1,10.44,4641171
E_coli_K-12_MG1655,npScarf,48148479,1,10.49,4641171
E_coli_K-12_MG1655,npScarf,48212331,1,10.5,4641171
E_coli_K-12_MG1655,npScarf,48385787,1,10.54,4641171
E_coli_K-12_MG1655,npScarf,48468908,1,10.56,4641171
E_coli_K-12_MG1655,npScarf,48512085,1,10.56,4641171
E_coli_K-12_MG1655,npScarf,48850762,1,10.64,4641171
E_coli_K-12_MG1655,npScarf,48877145,1,10.64,4641171
E_coli_K-12_MG1655,npScarf,49020680,1,10.68,4641171
E_coli_K-12_MG1655,npScarf,49086040,1,10.69,4641171
E_coli_K-12_MG1655,npScarf,49155638,1,10.7,4641171
E_coli_K-12_MG1655,npScarf,49342117,1,10.75,4641171
E_coli_K-12_MG1655,npScarf,49506752,1,10.78,4641171
E_coli_K-12_MG1655,npScarf,49506752,1,10.78,4641171
E_coli_K-12_MG1655,npScarf,49591451,1,10.8,4641171
E_coli_K-12_MG1655,npScarf,49715986,1,10.83,4641171
E_coli_K-12_MG1655,npScarf,49757116,1,10.84,4641171
E_coli_K-12_MG1655,npScarf,49991764,1,10.89,4641171
E_coli_K-12_MG1655,npScarf,50123826,1,10.92,4641171
E_coli_K-12_MG1655,npScarf,50300022,1,10.95,4641171
E_coli_K-12_MG1655,npScarf,50372588,1,10.97,4641171
E_coli_K-12_MG1655,npScarf,50497288,1,11,4641171
E_coli_K-12_MG1655,npScarf,50583194,1,11.02,4641171
E_coli_K-12_MG1655,npScarf,50667757,1,11.03,4641171
E_coli_K-12_MG1655,npScarf,50733399,1,11.05,4641171
E_coli_K-12_MG1655,npScarf,50902364,1,11.09,4641171
E_coli_K-12_MG1655,npScarf,51003765,1,11.11,4641171
E_coli_K-12_MG1655,npScarf,51034095,1,11.11,4641171
E_coli_K-12_MG1655,npScarf,51233984,1,11.16,4641171
E_coli_K-12_MG1655,npScarf,51363801,1,11.19,4641171
E_coli_K-12_MG1655,npScarf,51439853,1,11.2,4641171
E_coli_K-12_MG1655,npScarf,51594803,1,11.24,4641171
E_coli_K-12_MG1655,npScarf,51695604,1,11.26,4641171
E_coli_K-12_MG1655,npScarf,51918128,1,11.31,4641171
E_coli_K-12_MG1655,npScarf,51952858,1,11.31,4641171
E_coli_K-12_MG1655,npScarf,52022547,1,11.33,4641171
E_coli_K-12_MG1655,npScarf,52177681,1,11.36,4641171
E_coli_K-12_MG1655,npScarf,52282263,1,11.39,4641171
E_coli_K-12_MG1655,npScarf,52357280,1,11.4,4641171
E_coli_K-12_MG1655,npScarf,52546753,1,11.44,4641171
E_coli_K-12_MG1655,npScarf,52589245,1,11.45,4641171
E_coli_K-12_MG1655,npScarf,52603225,1,11.46,4641171
E_coli_K-12_MG1655,npScarf,52836748,1,11.51,4641171
E_coli_K-12_MG1655,npScarf,52866843,1,11.51,4641171
E_coli_K-12_MG1655,npScarf,53048632,1,11.55,4641171
E_coli_K-12_MG1655,npScarf,53095079,1,11.56,4641171
E_coli_K-12_MG1655,npScarf,53223885,1,11.59,4641171
E_coli_K-12_MG1655,npScarf,53374185,1,11.62,4641171
E_coli_K-12_MG1655,npScarf,53559953,1,11.66,4641171
E_coli_K-12_MG1655,npScarf,53699457,1,11.69,4641171
E_coli_K-12_MG1655,npScarf,53877434,1,11.73,4641171
E_coli_K-12_MG1655,npScarf,53877434,1,11.73,4641171
E_coli_K-12_MG1655,npScarf,53988700,1,11.76,4641171
E_coli_K-12_MG1655,npScarf,54025465,1,11.77,4641171
E_coli_K-12_MG1655,npScarf,54125594,1,11.79,4641171
E_coli_K-12_MG1655,npScarf,54229107,1,11.81,4641171
E_coli_K-12_MG1655,npScarf,54255889,1,11.82,4641171
E_coli_K-12_MG1655,npScarf,54507515,1,11.87,4641171
E_coli_K-12_MG1655,npScarf,54546908,1,11.88,4641171
E_coli_K-12_MG1655,npScarf,54671187,1,11.91,4641171
E_coli_K-12_MG1655,npScarf,54758473,1,11.92,4641171
E_coli_K-12_MG1655,npScarf,54771681,1,11.93,4641171
E_coli_K-12_MG1655,npScarf,54948592,1,11.97,4641171
E_coli_K-12_MG1655,npScarf,55195157,1,12.02,4641171
E_coli_K-12_MG1655,npScarf,55218216,1,12.02,4641171
E_coli_K-12_MG1655,npScarf,55250781,1,12.03,4641171
E_coli_K-12_MG1655,npScarf,55479430,1,12.08,4641171
E_coli_K-12_MG1655,npScarf,55652847,1,12.12,4641171
E_coli_K-12_MG1655,npScarf,55777753,1,12.15,4641171
E_coli_K-12_MG1655,npScarf,55966539,1,12.19,4641171
E_coli_K-12_MG1655,npScarf,56046667,1,12.21,4641171
E_coli_K-12_MG1655,npScarf,56204297,1,12.24,4641171
E_coli_K-12_MG1655,npScarf,56295583,1,12.26,4641171
E_coli_K-12_MG1655,npScarf,56355343,1,12.27,4641171
E_coli_K-12_MG1655,npScarf,56577522,1,12.32,4641171
E_coli_K-12_MG1655,npScarf,56604623,1,12.33,4641171
E_coli_K-12_MG1655,npScarf,56729009,1,12.35,4641171
E_coli_K-12_MG1655,npScarf,56913551,1,12.39,4641171
E_coli_K-12_MG1655,npScarf,57038123,1,12.42,4641171
E_coli_K-12_MG1655,npScarf,57099580,1,12.43,4641171
E_coli_K-12_MG1655,npScarf,57213520,1,12.46,4641171
E_coli_K-12_MG1655,npScarf,57233554,1,12.46,4641171
E_coli_K-12_MG1655,npScarf,57364645,1,12.49,4641171
E_coli_K-12_MG1655,npScarf,57490043,1,12.52,4641171
E_coli_K-12_MG1655,npScarf,57605808,1,12.54,4641171
E_coli_K-12_MG1655,npScarf,57605808,1,12.54,4641171
E_coli_K-12_MG1655,npScarf,57735803,1,12.57,4641171
E_coli_K-12_MG1655,npScarf,57749976,1,12.58,4641171
E_coli_K-12_MG1655,npScarf,58013853,1,12.63,4641171
E_coli_K-12_MG1655,npScarf,58037778,1,12.64,4641171
E_coli_K-12_MG1655,npScarf,58170013,1,12.67,4641171
E_coli_K-12_MG1655,npScarf,58371515,1,12.71,4641175
E_coli_K-12_MG1655,npScarf,58419561,1,12.72,4641175
E_coli_K-12_MG1655,npScarf,58557167,1,12.75,4641175
E_coli_K-12_MG1655,npScarf,58683028,1,12.78,4641175
E_coli_K-12_MG1655,npScarf,58772092,1,12.8,4641175
E_coli_K-12_MG1655,npScarf,58933286,1,12.83,4641175
E_coli_K-12_MG1655,npScarf,59073050,1,12.86,4641175
E_coli_K-12_MG1655,npScarf,59112743,1,12.87,4641175
E_coli_K-12_MG1655,npScarf,59308394,1,12.92,4641175
E_coli_K-12_MG1655,npScarf,59308394,1,12.92,4641175
E_coli_K-12_MG1655,npScarf,59379775,1,12.93,4641175
E_coli_K-12_MG1655,npScarf,59411112,1,12.94,4641175
E_coli_K-12_MG1655,npScarf,59566544,1,12.97,4641175
E_coli_K-12_MG1655,npScarf,59579696,1,12.97,4641175
E_coli_K-12_MG1655,npScarf,59671466,1,12.99,4641175
E_coli_K-12_MG1655,npScarf,59805216,1,13.02,4641175
E_coli_K-12_MG1655,npScarf,59946147,1,13.05,4641175
E_coli_K-12_MG1655,npScarf,59986515,1,13.06,4641175
E_coli_K-12_MG1655,npScarf,60089011,1,13.09,4641175
E_coli_K-12_MG1655,npScarf,60226358,1,13.12,4641175
E_coli_K-12_MG1655,npScarf,60378835,1,13.15,4641175
E_coli_K-12_MG1655,npScarf,60506876,1,13.18,4641175
E_coli_K-12_MG1655,npScarf,60655199,1,13.21,4641175
E_coli_K-12_MG1655,npScarf,60723732,1,13.22,4641175
E_coli_K-12_MG1655,npScarf,60846435,1,13.25,4641175
E_coli_K-12_MG1655,npScarf,60979370,1,13.28,4641175
E_coli_K-12_MG1655,npScarf,61052413,1,13.3,4641175
E_coli_K-12_MG1655,npScarf,61201573,1,13.33,4641175
E_coli_K-12_MG1655,npScarf,61326741,1,13.36,4641175
E_coli_K-12_MG1655,npScarf,61349775,1,13.36,4641175
E_coli_K-12_MG1655,npScarf,61376764,1,13.37,4641175
E_coli_K-12_MG1655,npScarf,61459455,1,13.38,4641175
E_coli_K-12_MG1655,npScarf,61646043,1,13.42,4641175
E_coli_K-12_MG1655,npScarf,61767102,1,13.45,4641175
E_coli_K-12_MG1655,npScarf,61901814,1,13.48,4641175
E_coli_K-12_MG1655,npScarf,62000092,1,13.5,4641175
