Bases	Contigs	Depth	N50
101258089	1	22.05	4640951
101258089	1	22.05	4640951
101390837	1	22.08	4640951
101544678	1	22.11	4640951
101571451	1	22.12	4640951
101702247	1	22.15	4640951
101882956	1	22.19	4640951
101882956	1	22.19	4640951
102006904	1	22.21	4640951
102243234	1	22.27	4640951
102366223	1	22.29	4640951
102431589	1	22.31	4640951
102594603	1	22.34	4640951
102652752	1	22.35	4640951
102725548	1	22.37	4640951
102897637	1	22.41	4640951
102922370	1	22.41	4640951
102930837	1	22.42	4640951
103219611	1	22.48	4640951
103320898	1	22.50	4640951
103467712	1	22.53	4640951
103555978	1	22.55	4640951
103800279	1	22.60	4640951
103847531	1	22.61	4640951
103877267	1	22.62	4640951
104029916	1	22.65	4640951
104114660	1	22.67	4640951
104218795	1	22.70	4640951
104264386	1	22.71	4640951
104487777	1	22.75	4640951
104487777	1	22.75	4640951
104598359	1	22.78	4640951
104748721	1	22.81	4640951
104845480	1	22.83	4640951
105029660	1	22.87	4640951
105136306	1	22.90	4640951
105210357	1	22.91	4640951
105379385	1	22.95	4640951
105478284	1	22.97	4640951
105524577	1	22.98	4640951
105607902	1	23.00	4640951
105771885	1	23.03	4640951
105771885	1	23.03	4640951
106007560	1	23.09	4640951
106069257	1	23.10	4640951
106225916	1	23.13	4640951
106492228	1	23.19	4640951
106618791	1	23.22	4640951
106726644	1	23.24	4640951
106858474	1	23.27	4640951
106957822	1	23.29	4640951
107084774	1	23.32	4640951
107309649	1	23.37	4640951
107457653	1	23.40	4640951
107477850	1	23.41	4640951
107724200	1	23.46	4640951
107724200	1	23.46	4640951
107817042	1	23.48	4640951
107928680	1	23.50	4640951
108050830	1	23.53	4640951
108216877	1	23.57	4640951
108216877	1	23.57	4640951
108399590	1	23.61	4640951
108532515	1	23.64	4640951
108568355	1	23.64	4640951
108631302	1	23.66	4640951
108902627	1	23.72	4640951
108935528	1	23.72	4640951
108956304	1	23.73	4640951
109239665	1	23.79	4640951
109333974	1	23.81	4640951
109419003	1	23.83	4640951
109673418	1	23.88	4640951
109789386	1	23.91	4640951
109915182	1	23.94	4640951
110130794	1	23.98	4640951
110252512	1	24.01	4640951
110389640	1	24.04	4640951
110414866	1	24.05	4640951
110632641	1	24.09	4640951
110828780	1	24.14	4640951
110963405	1	24.16	4640951
111107631	1	24.20	4640951
111171472	1	24.21	4640951
111380851	1	24.26	4640951
111479662	1	24.28	4640951
111664064	1	24.32	4640951
111693555	1	24.32	4640951
111807749	1	24.35	4640951
111920427	1	24.37	4640951
112022038	1	24.40	4640951
112092198	1	24.41	4640951
112133377	1	24.42	4640951
112282059	1	24.45	4640951
112406201	1	24.48	4640951
112450261	1	24.49	4640951
112631415	1	24.53	4640951
112660125	1	24.53	4640951
112782101	1	24.56	4640951
112970277	1	24.60	4640951
112986370	1	24.61	4640951
113136593	1	24.64	4640951
113169791	1	24.64	4640951
113381740	1	24.69	4640951
113554466	1	24.73	4640951
113567015	1	24.73	4640951
113756354	1	24.77	4640951
113891177	1	24.80	4640951
114022866	1	24.83	4640951
114168248	1	24.86	4640951
