Bases	Contigs	Depth	N50
114220206	1	24.87	4640951
114385533	1	24.91	4640951
114553208	1	24.95	4640951
114566993	1	24.95	4640951
114669750	1	24.97	4640951
114951063	1	25.03	4640951
115035972	1	25.05	4640951
115162314	1	25.08	4640951
115258441	1	25.10	4640951
115532971	1	25.16	4640951
115532971	1	25.16	4640951
115644178	1	25.18	4640951
115727754	1	25.20	4640951
115748646	1	25.21	4640951
115893253	1	25.24	4640951
115963815	1	25.25	4640951
116081209	1	25.28	4640951
116081209	1	25.28	4640951
116147574	1	25.29	4640951
116254123	1	25.32	4640951
116338885	1	25.34	4640951
116558826	1	25.38	4640951
116674638	1	25.41	4640951
116869224	1	25.45	4640951
116978551	1	25.47	4640951
117080050	1	25.50	4640951
117132341	1	25.51	4640951
117301371	1	25.54	4640951
117373354	1	25.56	4640951
117407999	1	25.57	4640951
117580986	1	25.61	4640951
117695322	1	25.63	4640951
117779851	1	25.65	4640951
117793865	1	25.65	4640951
118062018	1	25.71	4640951
118152937	1	25.73	4640951
118275204	1	25.76	4640951
118368808	1	25.78	4640951
118515367	1	25.81	4640951
118630882	1	25.83	4640951
118759978	1	25.86	4640951
118889956	1	25.89	4640951
119022864	1	25.92	4640951
119070491	1	25.93	4640951
119103895	1	25.94	4640951
119380187	1	26.00	4640951
119488013	1	26.02	4640951
119515625	1	26.03	4640951
119546626	1	26.03	4640951
119706044	1	26.07	4640951
119755378	1	26.08	4640951
119842788	1	26.10	4640951
119973221	1	26.13	4640951
120023607	1	26.14	4640951
120142640	1	26.16	4640951
120167328	1	26.17	4640951
120304485	1	26.20	4640951
120398126	1	26.22	4640951
120423243	1	26.22	4640951
120674023	1	26.28	4640951
120765594	1	26.30	4640951
120902502	1	26.33	4640951
120940050	1	26.34	4640951
120981169	1	26.35	4640951
121132956	1	26.38	4640951
121250330	1	26.40	4640951
121364346	1	26.43	4640951
121425761	1	26.44	4640951
121556880	1	26.47	4640951
121635683	1	26.49	4640951
121732465	1	26.51	4640951
121917716	1	26.55	4640951
122009387	1	26.57	4640951
122230316	1	26.62	4640951
122251113	1	26.62	4640951
122419451	1	26.66	4640951
122481432	1	26.67	4640951
122614417	1	26.70	4640951
122680743	1	26.72	4640951
122797750	1	26.74	4640951
122824217	1	26.75	4640951
122944529	1	26.77	4640951
123114815	1	26.81	4640951
123221779	1	26.83	4640951
123306758	1	26.85	4640951
123335595	1	26.86	4640951
123434729	1	26.88	4640951
123472281	1	26.89	4640951
123611574	1	26.92	4640951
123674175	1	26.93	4640951
123712898	1	26.94	4640951
123871518	1	26.98	4640951
124028098	1	27.01	4640951
124081108	1	27.02	4640951
124175035	1	27.04	4640951
124307272	1	27.07	4640951
124366966	1	27.08	4640951
124533929	1	27.12	4640951
124588636	1	27.13	4640951
124673829	1	27.15	4640951
124833378	1	27.18	4640951
124959397	1	27.21	4640951
125102714	1	27.24	4640951
125277507	1	27.28	4640951
125427541	1	27.31	4640951
125700193	1	27.37	4640951
125814893	1	27.40	4640951
125910001	1	27.42	4640951
125949883	1	27.43	4640951
126028577	1	27.45	4640951
126162791	1	27.47	4640951
126292045	1	27.50	4640951
126292045	1	27.50	4640951
126316704	1	27.51	4640951
126452922	1	27.54	4640951
126582508	1	27.57	4640951
126676739	1	27.59	4640951
126854643	1	27.63	4640951
126929049	1	27.64	4640951
127034309	1	27.66	4640951
127276860	1	27.72	4640951
127529018	1	27.77	4640951
127728990	1	27.82	4640951
127802305	1	27.83	4640951
127926728	1	27.86	4640951
128027989	1	27.88	4640951
128189093	1	27.92	4640951
128303668	1	27.94	4640951
128445744	1	27.97	4640951
128546989	1	27.99	4640951
128557654	1	28.00	4640951
128589732	1	28.00	4640951
128734747	1	28.03	4640951
128858528	1	28.06	4640951
129011174	1	28.09	4640951
129226280	1	28.14	4640951
129289868	1	28.16	4640951
129411102	1	28.18	4640951
129611935	1	28.23	4640951
129751625	1	28.26	4640951
129803893	1	28.27	4640951
129966347	1	28.30	4640951
130073010	1	28.33	4640951
130146637	1	28.34	4640951
130248581	1	28.36	4640951
130436115	1	28.41	4640951
130567294	1	28.43	4640951
130567294	1	28.43	4640951
130701115	1	28.46	4640951
130854574	1	28.50	4640951
131053543	1	28.54	4640951
131059121	1	28.54	4640951
131107613	1	28.55	4640951
131281910	1	28.59	4640951
131395391	1	28.61	4640951
131506077	1	28.64	4640951
131788264	1	28.70	4640951
131788264	1	28.70	4640951
131944074	1	28.73	4640951
132010052	1	28.75	4640951
132213519	1	28.79	4640951
132318504	1	28.82	4640951
132368475	1	28.83	4640951
132450901	1	28.84	4640951
132568309	1	28.87	4640951
132693567	1	28.90	4640951
132799701	1	28.92	4640951
132916073	1	28.95	4640951
132993766	1	28.96	4640951
133003916	1	28.96	4640951
133154561	1	29.00	4640951
133227093	1	29.01	4640951
133258418	1	29.02	4640951
133506914	1	29.07	4640951
133654779	1	29.11	4640951
133718881	1	29.12	4640951
133731863	1	29.12	4640951
133884594	1	29.16	4640951
133919757	1	29.16	4640951
133935435	1	29.17	4640951
134062437	1	29.19	4640951
134249736	1	29.24	4640951
134324242	1	29.25	4640951
134475835	1	29.28	4640951
134531098	1	29.30	4640951
134707017	1	29.34	4640951
134853063	1	29.37	4640951
134948038	1	29.39	4640951
135089224	1	29.42	4640951
135176886	1	29.44	4640951
135302861	1	29.46	4640951
135415629	1	29.49	4640951
135502430	1	29.51	4640951
135535712	1	29.52	4640951
135691894	1	29.55	4640951
135862766	1	29.59	4640951
135950087	1	29.61	4640951
136121874	1	29.64	4640951
136161569	1	29.65	4640951
136269529	1	29.68	4640951
136341193	1	29.69	4640951
136477497	1	29.72	4640951
136563819	1	29.74	4640951
136602868	1	29.75	4640951
136729701	1	29.78	4640951
136861470	1	29.80	4640951
136977718	1	29.83	4640951
137025934	1	29.84	4640951
137183189	1	29.87	4640951
137323931	1	29.91	4640951
137483114	1	29.94	4640951
137524729	1	29.95	4640951
137629202	1	29.97	4640951
137738003	1	30.00	4640951
137836709	1	30.02	4640951
137948318	1	30.04	4640951
138071178	1	30.07	4640951
138095896	1	30.07	4640951
138140089	1	30.08	4640951
138292874	1	30.12	4640951
138421972	1	30.14	4640951
138638196	1	30.19	4640951
138755959	1	30.22	4640951
138909172	1	30.25	4640951
139035146	1	30.28	4640951
139052372	1	30.28	4640951
139209215	1	30.32	4640951
139333046	1	30.34	4640951
139487411	1	30.38	4640951
139487411	1	30.38	4640951
139559725	1	30.39	4640951
139641926	1	30.41	4640951
139710771	1	30.42	4640951
139863932	1	30.46	4640951
139938096	1	30.47	4640951
140147940	1	30.52	4640951
140207604	1	30.53	4640951
140415430	1	30.58	4640951
140540948	1	30.61	4640951
140592873	1	30.62	4640951
140764830	1	30.65	4640951
140900367	1	30.68	4640951
140916177	1	30.69	4640951
141080989	1	30.72	4640951
141249606	1	30.76	4640951
141490802	1	30.81	4640951
141629872	1	30.84	4640951
141742846	1	30.87	4640951
141939194	1	30.91	4640951
142055417	1	30.94	4640951
142222497	1	30.97	4640951
142289348	1	30.99	4640951
142322511	1	30.99	4640951
142524604	1	31.04	4640951
142642743	1	31.06	4640951
142743927	1	31.09	4640951
142930764	1	31.13	4640951
143084741	1	31.16	4640951
143324825	1	31.21	4640951
143492576	1	31.25	4640951
143702098	1	31.29	4640951
143802087	1	31.32	4640951
143940085	1	31.35	4640951
143940085	1	31.35	4640951
144045407	1	31.37	4640951
144144069	1	31.39	4640951
144316494	1	31.43	4640951
144378288	1	31.44	4640951
144444308	1	31.46	4640951
144602801	1	31.49	4640951
144702340	1	31.51	4640951
144766843	1	31.53	4640951
144849740	1	31.54	4640951
144883476	1	31.55	4640951
145169791	1	31.61	4640951
145249095	1	31.63	4640951
145249095	1	31.63	4640951
145426233	1	31.67	4640951
145473999	1	31.68	4640951
145674975	1	31.72	4640951
145837450	1	31.76	4640951
145904379	1	31.77	4640951
146005769	1	31.80	4640951
146060665	1	31.81	4640951
146169859	1	31.83	4640951
146381409	1	31.88	4640951
146480486	1	31.90	4640951
146593942	1	31.92	4640951
146606000	1	31.93	4640951
146768417	1	31.96	4640951
146860681	1	31.98	4640951
147134533	1	32.04	4640951
147253491	1	32.07	4640951
147482407	1	32.12	4640951
147541741	1	32.13	4640951
147731955	1	32.17	4640951
147731955	1	32.17	4640951
147859317	1	32.20	4640951
148000450	1	32.23	4640951
148176897	1	32.27	4640951
148335469	1	32.30	4640951
148335469	1	32.30	4640951
148335469	1	32.30	4641635
